,node_name,BGN,BGNx3,Base,I,UG+I,V,V&I,node_id,neighborhood,historic_stream
114,J772-S_depth,0.1926126937447591,0.1926126936344373,0.1926126973615408,0.1898057824785771,0.1898057825640965,0.1867617560049506,0.1840763647391338,J772-S,Canton,"Northside, Drains to Harbor"
115,J782-S_depth,0.1078658291849065,0.1078654940045108,0.1078663910187794,0.1095916011256448,0.1095890730788039,0.1078655862641206,0.1095903987117269,J782-S,Patterson Park,Harris Creek
116,J787-S_depth,0.1214801771586864,0.1214801773023978,0.1214801756039579,0.1236250217780677,0.1236250216525587,0.1212125781281508,0.123353810545152,J787-S,Berea,Armistead Creek
117,J789-S_depth,0.0975229836254275,0.0975032922293304,0.0975244363466065,0.07197682392118,0.0719767608080432,0.0972915092441713,0.0718358239436341,J789-S,Dunbar-Broadway,Canal Street Creek
118,J78-S_depth,0.1271001648202995,0.1271001648202505,0.1271001648172776,0.1271005237450352,0.1271005237456551,0.126957160590464,0.1269575064687665,J78-S,Federal Hill,"Southside, Drains to Harbor"
119,J792-S_depth,0.2787916465367534,0.2788501137652334,0.2787759579830514,0.2848256845263999,0.2849000640985804,0.2788079293087863,0.2848619258650713,J792-S,Canton,"Northside, Drains to Harbor"
120,J799-S_depth,0.0714878635473524,0.0714878358638,0.0714879269592315,0.0430750781747892,0.0430749950651233,0.0714878408598609,0.0430750543686709,J799-S,Fells Point,"Northside, Drains to Harbor"
121,J7-S_depth,0.2712328323705378,0.271232832653074,0.2712328464043076,0.2682276915166491,0.2682276909384125,0.270937431616944,0.2679305735508497,J7-S,Canton Industrial Area,"Northside, Drains to Harbor"
122,J801-S_depth,0.1029069137262756,0.10290660194607,0.1033091750901236,0.0711719593062265,0.0711718020726748,0.1013179349479738,0.069219742543765,J801-S,Broadway East,Canal Street Creek
123,J80-S_depth,0.0931340806123841,0.0931345891161335,0.0931333507836052,0.0875667515491532,0.0875650799485576,0.0930010883202687,0.0875607104698684,J80-S,Federal Hill,"Southside, Drains to Harbor"
124,J88-S_depth,0.3010639577345271,0.3010639584222734,0.3010640031235931,0.2943839882320043,0.2943839794481316,0.300648149060947,0.2939648355173951,J88-S,Federal Hill,"Southside, Drains to Harbor"
125,J8-S_depth,0.2436635086819874,0.2436634511423233,0.2436636034365203,0.242046678226081,0.2420451265786448,0.2247984281417279,0.242046526579531,J8-S,Canton Industrial Area,"Northside, Drains to Harbor"
