,node_name,BGN,BGNx3,Base,I,UG+I,V,V&I,node_id,neighborhood
77,J578-S_flow,5.573438904794244,5.307369240501591,5.652062694025713,4.170336020355504,5.196832171630028,5.197570244469469,3.955291448692099,J578-S,"('Dunbar-Broadway', 'Canal Street Creek')"
78,J586-S_flow,1.3058105854937767,1.305797043946923,1.305800381662921,1.058494338150278,1.3057805836653842,1.2669409029717371,1.0242324380358008,J586-S,"('Dunbar-Broadway', 'Canal Street Creek')"
79,J587-S_flow,2.803744538873897,2.804157252022151,2.80416416900229,2.804111138821229,2.804237950123765,2.6535886810029945,2.653610618047911,J587-S,"('Downtown', 'Southside, Drains to Harbor')"
80,J592-S_flow,2.1757437189643167,2.1758362274423053,2.1758385140967844,2.2295837070790148,2.175843421653426,2.1108216989407453,2.1634186703869425,J592-S,"('Dunbar-Broadway', 'Canal Street Creek')"
81,J5-S_flow,1.559629465756324,1.559392699582905,1.5594102375322163,1.5607999654157558,1.5593998021618902,1.559143355663638,1.5606204088365256,J5-S,"('Canton', 'Northside, Drains to Harbor')"
82,J609-S_flow,3.695505118827058,3.695503659360919,3.695503502106165,3.695270079685587,3.6955064273151623,3.568185708136433,3.5679291022211768,J609-S,"('Dunbar-Broadway', 'Canal Street Creek')"
83,J60-S_flow,2.44380248517262,2.44395830931632,2.443960920894148,2.4439408987974707,2.443988777724306,2.433338443409135,2.4333477816944424,J60-S,"('Downtown', 'Southside, Drains to Harbor')"
84,J619-S_flow,3.798448135796489,3.798662832000664,3.798666430261069,3.7986388435979626,3.798704811705391,3.670276452290184,3.670290050877546,J619-S,"('Dunbar-Broadway', 'Canal Street Creek')"
85,J620-S_flow,9.493435082596918,9.19753627171913,9.755824352582549,11.756584089195218,9.70457835273029,8.975250380371227,10.815613658802658,J620-S,"('Broadway East', 'Harris Creek')"
86,J624-S_flow,9.717643749822471,9.42342025124287,9.98522812761956,11.997097792349011,9.968256064465882,9.21247990875553,11.064528129161072,J624-S,"('Broadway East', 'Harris Creek')"
87,J62-S_flow,2.3903485958100785,2.390438028146326,2.3904396389433398,2.390665406786137,2.3904553889526827,2.3804606152337837,2.380700239188982,J62-S,"('Downtown', 'Southside, Drains to Harbor')"
88,J632-S_flow,2.2173366422493004,2.21745675155066,2.217458764555712,2.217443331516989,2.217480236609586,2.1501521515411186,2.1501608930523,J632-S,"('Eager Park', 'Canal Street Creek')"
89,J637-S_flow,7.344579164941005,6.87950552952288,7.552842613221951,5.41481822125375,7.240698190202414,6.882697555000188,5.039632710676749,J637-S,"('Eager Park', 'Canal Street Creek')"
90,J640-S_flow,6.172043777836586,5.732850388914167,6.336044396426474,3.7424884214964886,6.08623400512052,5.7205929985912,3.473891192292476,J640-S,"('Eager Park', 'Canal Street Creek')"
91,J659-S_flow,5.487566670777768,5.488564972566486,5.488581703881382,5.488453430467189,5.4887601712402585,5.358504857589847,5.35856769388377,J659-S,"('Baltimore Highlands', 'Harris Creek')"
